"","Bottle Code","Year","Experiment","Location","Plot","Cut Trt","Var Trt","Cuts","Variety","Sample Timing","Sample Type","Harvest Point","Sample ID","Site","Paddock","Sample","Treatment","...9","...10","...11","Study","PlotNum","Main Treatment","SubPlot Treatment","...7","...8"
"2937","R4C2",NA,NA,"R48",NA,NA,NA,NA,NA,NA,NA,NA,"R4C2",NA,NA,NA,NA,NA,NA,NA,"forage subsample","R4C2_051220_forage subsample","4",NA,NA,NA
"2938","R1C5",NA,NA,"S01",NA,NA,NA,NA,NA,NA,NA,NA,"R1C5",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C5_040620_summer_cutting","3",NA,NA,NA
"2939","R2C8",NA,NA,"S02",NA,NA,NA,NA,NA,NA,NA,NA,"R2C8",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C8_040620_summer_cutting","3",NA,NA,NA
"2940","R3C9",NA,NA,"S03",NA,NA,NA,NA,NA,NA,NA,NA,"R3C9",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C9_040620_summer_cutting","3",NA,NA,NA
"2941","R4C3",NA,NA,"S04",NA,NA,NA,NA,NA,NA,NA,NA,"R4C3",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C3_040620_summer_cutting","3",NA,NA,NA
"2942","R1C2",NA,NA,"S05",NA,NA,NA,NA,NA,NA,NA,NA,"R1C2",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C2_041320_summer_cutting","3",NA,NA,NA
"2943","R2C7",NA,NA,"S06",NA,NA,NA,NA,NA,NA,NA,NA,"R2C7",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C7_041320_summer_cutting","3",NA,NA,NA
"2944","R3C5",NA,NA,"S07",NA,NA,NA,NA,NA,NA,NA,NA,"R3C5",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C5_041320_summer_cutting","3",NA,NA,NA
"2945","R4C4",NA,NA,"S08",NA,NA,NA,NA,NA,NA,NA,NA,"R4C4",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C4_041320_summer_cutting","3",NA,NA,NA
"2946","R1C7",NA,NA,"S09",NA,NA,NA,NA,NA,NA,NA,NA,"R1C7",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C7_042020_summer_cutting","2",NA,NA,NA
"2947","R2C4",NA,NA,"S10",NA,NA,NA,NA,NA,NA,NA,NA,"R2C4",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C4_042020_summer_cutting","2",NA,NA,NA
"2948","R3C4",NA,NA,"S11",NA,NA,NA,NA,NA,NA,NA,NA,"R3C4",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C4_042020_summer_cutting","2",NA,NA,NA
"2949","R4C8",NA,NA,"S12",NA,NA,NA,NA,NA,NA,NA,NA,"R4C8",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C8_042020_summer_cutting","2",NA,NA,NA
"2950","R1C9",NA,NA,"S13",NA,NA,NA,NA,NA,NA,NA,NA,"R1C9",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C9_042720_summer_cutting","2",NA,NA,NA
"2951","R2C6",NA,NA,"S14",NA,NA,NA,NA,NA,NA,NA,NA,"R2C6",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C6_042720_summer_cutting","2",NA,NA,NA
"2952","R3C3",NA,NA,"S15",NA,NA,NA,NA,NA,NA,NA,NA,"R3C3",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C3_042720_summer_cutting","2",NA,NA,NA
"2953","R4C5",NA,NA,"S16",NA,NA,NA,NA,NA,NA,NA,NA,"R4C5",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C5_042720_summer_cutting","2",NA,NA,NA
"2954","R1C8",NA,NA,"S17",NA,NA,NA,NA,NA,NA,NA,NA,"R1C8",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C8_050520_summer_cutting","1",NA,NA,NA
"2955","R2C5",NA,NA,"S18",NA,NA,NA,NA,NA,NA,NA,NA,"R2C5",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C5_050520_summer_cutting","1",NA,NA,NA
"2956","R3C2",NA,NA,"S19",NA,NA,NA,NA,NA,NA,NA,NA,"R3C2",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C2_050520_summer_cutting","1",NA,NA,NA
"2957","R4C7",NA,NA,"S20",NA,NA,NA,NA,NA,NA,NA,NA,"R4C7",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C7_050520_summer_cutting","1",NA,NA,NA
"2958","R1C6",NA,NA,"S21",NA,NA,NA,NA,NA,NA,NA,NA,"R1C6",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C6_051220_summer_cutting","2",NA,NA,NA
"2959","R2C2",NA,NA,"S22",NA,NA,NA,NA,NA,NA,NA,NA,"R2C2",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C2_051220_summer_cutting","1",NA,NA,NA
"2960","R3C8",NA,NA,"S23",NA,NA,NA,NA,NA,NA,NA,NA,"R3C8",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C8_051220_summer_cutting","1",NA,NA,NA
"2961","R4C2",NA,NA,"S24",NA,NA,NA,NA,NA,NA,NA,NA,"R4C2",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C2_051220_summer_cutting","1",NA,NA,NA
"2962","R1C3",NA,NA,"S25",NA,NA,NA,NA,NA,NA,NA,NA,"R1C3",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R1C3_Control_summer_cutting","1",NA,NA,NA
"2963","R2C9",NA,NA,"S26",NA,NA,NA,NA,NA,NA,NA,NA,"R2C9",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R2C9_Control_summer_cutting","1",NA,NA,NA
"2964","R3C7",NA,NA,"S27",NA,NA,NA,NA,NA,NA,NA,NA,"R3C7",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R3C7_Control_summer_cutting","1",NA,NA,NA
"2965","R4C6",NA,NA,"S28",NA,NA,NA,NA,NA,NA,NA,NA,"R4C6",NA,NA,NA,NA,NA,NA,NA,"Summer cutting","R4C6_Control_summer_cutting","1",NA,NA,NA
"2966","bottle code",NA,NA,"Experiment",NA,NA,NA,NA,NA,NA,NA,NA,"bottle code",NA,NA,NA,NA,NA,NA,NA,"Year","Timepoint","Plot","Paddock","Sample","Treatment"
"2967","20117",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20117",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","101","1","1","Enclosed"
"2968","20118",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20118",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","102","1","2","Enclosed"
"2969","20119",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20119",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","103","1","3","Enclosed"
"2970","20120",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20120",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","104","1","4","Grazed"
"2971","20121",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20121",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","105","1","5","Grazed"
"2972","20122",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20122",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","106","1","6","Grazed"
"2973","20123",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20123",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","201","2","1","Enclosed"
"2974","20124",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20124",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","202","2","2","Enclosed"
"2975","20125",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20125",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","203","2","3","Enclosed"
"2976","20126",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20126",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","204","2","4","Grazed"
"2977","20127",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20127",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","205","2","5","Grazed"
"2978","20128",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20128",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","206","2","6","Grazed"
"2979","20129",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20129",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","301","3","1","Enclosed"
"2980","20130",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20130",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","302","3","2","Enclosed"
"2981","20131",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20131",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","303","3","3","Enclosed"
"2982","20132",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20132",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","304","3","4","Grazed"
"2983","20133",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20133",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","305","3","5","Grazed"
"2984","20134",NA,NA,"Anderson",NA,NA,NA,NA,NA,NA,NA,NA,"20134",NA,NA,NA,NA,NA,NA,NA,"2020","Spring Pre Graze","306","3","6","Grazed"
"2985","bottle code",NA,NA,"experiment",NA,NA,NA,NA,NA,NA,NA,NA,"bottle code",NA,NA,NA,NA,NA,NA,NA,"year","location","plot","irrigated","crop","cut"
"2986","20135",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20135",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","103","No","Alfalfa","Cut 1"
"2987","20136",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20136",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","202","No","Alfalfa","Cut 1"
"2988","20137",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20137",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","302","No","Alfalfa","Cut 1"
"2989","20138",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20138",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","402","No","Alfalfa","Cut 1"
"2990","20139",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20139",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","503","Yes","Alfalfa","Cut 1"
"2991","20140",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20140",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","602","Yes","Alfalfa","Cut 1"
"2992","20141",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20141",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","703","Yes","Alfalfa","Cut 1"
"2993","20142",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20142",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","803","Yes","Alfalfa","Cut 1"
"2994","20143",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20143",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","103","No","Alfalfa","Cut 2"
"2995","20144",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20144",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","202","No","Alfalfa","Cut 2"
"2996","20145",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20145",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","302","No","Alfalfa","Cut 2"
"2997","20146",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20146",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","402","No","Alfalfa","Cut 2"
"2998","20147",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20147",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","503","Yes","Alfalfa","Cut 2"
"2999","20148",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20148",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","602","Yes","Alfalfa","Cut 2"
"3000","20149",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20149",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","703","Yes","Alfalfa","Cut 2"
"3001","20150",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20150",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","803","Yes","Alfalfa","Cut 2"
"3002","20151",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20151",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","103","No","Alfalfa","Cut 3"
"3003","20152",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20152",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","202","No","Alfalfa","Cut 3"
"3004","20153",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20153",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","302","No","Alfalfa","Cut 3"
"3005","20154",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20154",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","402","No","Alfalfa","Cut 3"
"3006","20155",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20155",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","503","Yes","Alfalfa","Cut 3"
"3007","20156",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20156",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","602","Yes","Alfalfa","Cut 3"
"3008","20157",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20157",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","703","Yes","Alfalfa","Cut 3"
"3009","20158",NA,NA,"Water Quality",NA,NA,NA,NA,NA,NA,NA,NA,"20158",NA,NA,NA,NA,NA,NA,NA,"2020","Rosholt","803","Yes","Alfalfa","Cut 3"
"3010","bottle code",NA,NA,"cut trt",NA,NA,NA,NA,NA,NA,NA,NA,"bottle code",NA,NA,NA,NA,NA,NA,NA,"year","plot","trt code","quadrat","sample type","experiment"
"3011","20159",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20159",NA,NA,NA,NA,NA,NA,NA,"2020","104","3","1","fall cut","KODU (MN)"
"3012","20160",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20160",NA,NA,NA,NA,NA,NA,NA,"2020","104","3","2","fall cut","KODU"
"3013","20161",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20161",NA,NA,NA,NA,NA,NA,NA,"2020","201","3","1","fall cut","KODU"
"3014","20162",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20162",NA,NA,NA,NA,NA,NA,NA,"2020","201","3","2","fall cut","KODU"
"3015","20163",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20163",NA,NA,NA,NA,NA,NA,NA,"2020","302","3","1","fall cut","KODU"
"3016","20164",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20164",NA,NA,NA,NA,NA,NA,NA,"2020","302","3","2","fall cut","KODU"
"3017","20165",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20165",NA,NA,NA,NA,NA,NA,NA,"2020","402","3","1","fall cut","KODU"
"3018","20166",NA,NA,"Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20166",NA,NA,NA,NA,NA,NA,NA,"2020","402","3","2","fall cut","KODU"
"3019","20167",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20167",NA,NA,NA,NA,NA,NA,NA,"2020","101","4","1","fall cut","KODU"
"3020","20168",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20168",NA,NA,NA,NA,NA,NA,NA,"2020","101","4","2","fall cut","KODU"
"3021","20169",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20169",NA,NA,NA,NA,NA,NA,NA,"2020","202","4","1","fall cut","KODU"
"3022","20170",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20170",NA,NA,NA,NA,NA,NA,NA,"2020","202","4","2","fall cut","KODU"
"3023","20171",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20171",NA,NA,NA,NA,NA,NA,NA,"2020","304","4","1","fall cut","KODU"
"3024","20172",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20172",NA,NA,NA,NA,NA,NA,NA,"2020","304","4","2","fall cut","KODU"
"3025","20173",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20173",NA,NA,NA,NA,NA,NA,NA,"2020","403","4","1","fall cut","KODU"
"3026","20174",NA,NA,"Spring+Fall",NA,NA,NA,NA,NA,NA,NA,NA,"20174",NA,NA,NA,NA,NA,NA,NA,"2020","403","4","2","fall cut","KODU"
"3027","bottle code",NA,NA,"plot",NA,NA,NA,NA,NA,NA,NA,NA,"bottle code",NA,NA,NA,NA,NA,NA,NA,"year","quadrat","cut trt","trt","sample timing","experiment"
"3028","20175",NA,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,"20175",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Ammonium Nitrate","summer straw","orei manure"
"3029","20176",NA,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,"20176",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Ammonium Nitrate","summer straw","orei manure"
"3030","20177",NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,"20177",NA,NA,NA,NA,NA,NA,NA,"2020","1","None","Control","summer straw","orei manure"
"3031","20178",NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,"20178",NA,NA,NA,NA,NA,NA,NA,"2020","2","Fall","Control","summer straw","orei manure"
"3032","20179",NA,NA,"103",NA,NA,NA,NA,NA,NA,NA,NA,"20179",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Bacteria","summer straw","orei manure"
"3033","20180",NA,NA,"103",NA,NA,NA,NA,NA,NA,NA,NA,"20180",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Bacteria","summer straw","orei manure"
"3034","20181",NA,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,"20181",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Manure","summer straw","orei manure"
"3035","20182",NA,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,"20182",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Manure","summer straw","orei manure"
"3036","20183",NA,NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,"20183",NA,NA,NA,NA,NA,NA,NA,"2020","1","None","Manure","summer straw","orei manure"
"3037","20184",NA,NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,"20184",NA,NA,NA,NA,NA,NA,NA,"2020","2","Fall","Manure","summer straw","orei manure"
"3038","20185",NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,"20185",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Ammonium Nitrate","summer straw","orei manure"
"3039","20186",NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,"20186",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Ammonium Nitrate","summer straw","orei manure"
"3040","20187",NA,NA,"203",NA,NA,NA,NA,NA,NA,NA,NA,"20187",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Bacteria","summer straw","orei manure"
"3041","20188",NA,NA,"203",NA,NA,NA,NA,NA,NA,NA,NA,"20188",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Bacteria","summer straw","orei manure"
"3042","20189",NA,NA,"204",NA,NA,NA,NA,NA,NA,NA,NA,"20189",NA,NA,NA,NA,NA,NA,NA,"2020","1","None","Control","summer straw","orei manure"
"3043","20190",NA,NA,"204",NA,NA,NA,NA,NA,NA,NA,NA,"20190",NA,NA,NA,NA,NA,NA,NA,"2020","2","Fall","Control","summer straw","orei manure"
"3044","20191",NA,NA,"301",NA,NA,NA,NA,NA,NA,NA,NA,"20191",NA,NA,NA,NA,NA,NA,NA,"2020","1","None","Manure","summer straw","orei manure"
"3045","20192",NA,NA,"301",NA,NA,NA,NA,NA,NA,NA,NA,"20192",NA,NA,NA,NA,NA,NA,NA,"2020","2","Fall","Manure","summer straw","orei manure"
"3046","20193",NA,NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,"20193",NA,NA,NA,NA,NA,NA,NA,"2020","1","None","Control","summer straw","orei manure"
"3047","20194",NA,NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,"20194",NA,NA,NA,NA,NA,NA,NA,"2020","2","Fall","Control","summer straw","orei manure"
"3048","20195",NA,NA,"303",NA,NA,NA,NA,NA,NA,NA,NA,"20195",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Bacteria","summer straw","orei manure"
"3049","20196",NA,NA,"303",NA,NA,NA,NA,NA,NA,NA,NA,"20196",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Bacteria","summer straw","orei manure"
"3050","20197",NA,NA,"304",NA,NA,NA,NA,NA,NA,NA,NA,"20197",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Ammonium Nitrate","summer straw","orei manure"
"3051","20198",NA,NA,"304",NA,NA,NA,NA,NA,NA,NA,NA,"20198",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Ammonium Nitrate","summer straw","orei manure"
"3052","20199",NA,NA,"401",NA,NA,NA,NA,NA,NA,NA,NA,"20199",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Bacteria","summer straw","orei manure"
"3053","20200",NA,NA,"401",NA,NA,NA,NA,NA,NA,NA,NA,"20200",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Bacteria","summer straw","orei manure"
"3054","20201",NA,NA,"402",NA,NA,NA,NA,NA,NA,NA,NA,"20201",NA,NA,NA,NA,NA,NA,NA,"2020","1","None","Manure","summer straw","orei manure"
"3055","20202",NA,NA,"402",NA,NA,NA,NA,NA,NA,NA,NA,"20202",NA,NA,NA,NA,NA,NA,NA,"2020","2","Fall","Manure","summer straw","orei manure"
"3056","20203",NA,NA,"403",NA,NA,NA,NA,NA,NA,NA,NA,"20203",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Ammonium Nitrate","summer straw","orei manure"
"3057","20204",NA,NA,"403",NA,NA,NA,NA,NA,NA,NA,NA,"20204",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Ammonium Nitrate","summer straw","orei manure"
"3058","20205",NA,NA,"404",NA,NA,NA,NA,NA,NA,NA,NA,"20205",NA,NA,NA,NA,NA,NA,NA,"2020","1","Fall","Control","summer straw","orei manure"
"3059","20206",NA,NA,"404",NA,NA,NA,NA,NA,NA,NA,NA,"20206",NA,NA,NA,NA,NA,NA,NA,"2020","2","None","Control","summer straw","orei manure"
"3060","20207",NA,NA,"101",NA,NA,NA,NA,NA,NA,NA,NA,"20207",NA,NA,NA,NA,NA,NA,NA,"2020","101","Fall","Ammonium Nitrate","fall cut",NA
"3061","20208",NA,NA,"102",NA,NA,NA,NA,NA,NA,NA,NA,"20208",NA,NA,NA,NA,NA,NA,NA,"2020","104","Fall","Control","fall cut",NA
"3062","20209",NA,NA,"103",NA,NA,NA,NA,NA,NA,NA,NA,"20209",NA,NA,NA,NA,NA,NA,NA,"2020","105","Fall","Bacteria","fall cut",NA
"3063","20210",NA,NA,"104",NA,NA,NA,NA,NA,NA,NA,NA,"20210",NA,NA,NA,NA,NA,NA,NA,"2020","107","Fall","Manure","fall cut",NA
"3064","20211",NA,NA,"201",NA,NA,NA,NA,NA,NA,NA,NA,"20211",NA,NA,NA,NA,NA,NA,NA,"2020","202","Fall","Manure","fall cut",NA
"3065","20212",NA,NA,"202",NA,NA,NA,NA,NA,NA,NA,NA,"20212",NA,NA,NA,NA,NA,NA,NA,"2020","203","Fall","Ammonium Nitrate","fall cut",NA
"3066","20213",NA,NA,"203",NA,NA,NA,NA,NA,NA,NA,NA,"20213",NA,NA,NA,NA,NA,NA,NA,"2020","205","Fall","Bacteria","fall cut",NA
"3067","20214",NA,NA,"204",NA,NA,NA,NA,NA,NA,NA,NA,"20214",NA,NA,NA,NA,NA,NA,NA,"2020","208","Fall","Control","fall cut",NA
"3068","20215",NA,NA,"301",NA,NA,NA,NA,NA,NA,NA,NA,"20215",NA,NA,NA,NA,NA,NA,NA,"2020","302","Fall","Manure","fall cut",NA
"3069","20216",NA,NA,"302",NA,NA,NA,NA,NA,NA,NA,NA,"20216",NA,NA,NA,NA,NA,NA,NA,"2020","304","Fall","Control","fall cut",NA
"3070","20217",NA,NA,"303",NA,NA,NA,NA,NA,NA,NA,NA,"20217",NA,NA,NA,NA,NA,NA,NA,"2020","305","Fall","Bacteria","fall cut",NA
"3071","20218",NA,NA,"304",NA,NA,NA,NA,NA,NA,NA,NA,"20218",NA,NA,NA,NA,NA,NA,NA,"2020","307","Fall","Ammonium Nitrate","fall cut",NA
"3072","20219",NA,NA,"401",NA,NA,NA,NA,NA,NA,NA,NA,"20219",NA,NA,NA,NA,NA,NA,NA,"2020","401","Fall","Bacteria","fall cut",NA
"3073","20220",NA,NA,"402",NA,NA,NA,NA,NA,NA,NA,NA,"20220",NA,NA,NA,NA,NA,NA,NA,"2020","404","Fall","Manure","fall cut",NA
"3074","20221",NA,NA,"403",NA,NA,NA,NA,NA,NA,NA,NA,"20221",NA,NA,NA,NA,NA,NA,NA,"2020","405","Fall","Ammonium Nitrate","fall cut",NA
"3075","20222",NA,NA,"404",NA,NA,NA,NA,NA,NA,NA,NA,"20222",NA,NA,NA,NA,NA,NA,NA,"2020","407","Fall","Control","fall cut",NA
"3076","20223",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20223",NA,NA,NA,NA,NA,NA,NA,"2020","1.1","iwg","summer straw",NA,NA
"3077","20224",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20224",NA,NA,NA,NA,NA,NA,NA,"2020","1.2","iwg","summer straw",NA,NA
"3078","20225",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20225",NA,NA,NA,NA,NA,NA,NA,"2020","1.3","iwg","summer straw",NA,NA
"3079","20226",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20226",NA,NA,NA,NA,NA,NA,NA,"2020","2.1","iwg","summer straw",NA,NA
"3080","20227",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20227",NA,NA,NA,NA,NA,NA,NA,"2020","2.2","iwg","summer straw",NA,NA
"3081","20228",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20228",NA,NA,NA,NA,NA,NA,NA,"2020","2.3","iwg","summer straw",NA,NA
"3082","20229",NA,NA,"on farm legume",NA,NA,NA,NA,NA,NA,NA,NA,"20229",NA,NA,NA,NA,NA,NA,NA,"2020","3.1","iwg","summer straw",NA,NA
